CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_t+1h,CO(GT)_t+6h,CO(GT)_t+12h,CO(GT)_t+24h,CO(GT)_t-1h,CO(GT)_t-2h,CO(GT)_t-3h,CO(GT)_roll_mean_3h,CO(GT)_roll_std_3h,CO(GT)_roll_mean_6h,CO(GT)_roll_std_6h,CO(GT)_roll_mean_12h,CO(GT)_roll_std_12h,weekday,month,hour,weekday_sin,weekday_cos,hour_sin,hour_cos
2.6,1418.0,10.9,1010.0,172.0,892.0,130.0,1603.0,1536.0,14.7,49.3,0.8193,2.9,1.2,2.8,2.2,3.1,4.2,4.2,3.3000000000000003,0.8185352771872361,3.5833333333333335,0.7054549359574047,3.058333333333333,0.8328028614627876,5,3,23,-0.9749279121818236,-0.2225209339563146,-0.2588190451025215,0.965925826289068
2.9,1534.0,11.0,1013.0,190.0,889.0,129.0,1611.0,1535.0,13.9,53.6,0.8498,2.8,1.0,2.8,1.8,2.6,3.1,4.2,2.8666666666666667,0.2516611478423297,3.533333333333333,0.7474400756359443,3.0,0.8157539736063479,6,3,0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2.8,1484.0,11.9,1045.0,174.0,880.0,119.0,1624.0,1530.0,14.6,51.5,0.8536,2.5,0.9,2.0,1.8,2.9,2.6,3.1,2.766666666666667,0.1527525231651478,3.3000000000000003,0.7155417527999323,3.0,0.8157539736063479,6,3,1,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684
2.5,1367.0,8.6,925.0,128.0,953.0,104.0,1543.0,1337.0,12.5,58.9,0.8537,2.4,1.4,1.8,1.8,2.8,2.9,2.6,2.733333333333333,0.2081665999465791,3.016666666666667,0.617791766428354,3.0416666666666665,0.7716079236754821,6,3,2,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387
2.4,1344.0,9.7,968.0,128.0,921.0,104.0,1620.0,1278.0,11.6,63.4,0.8674,2.4,1.6,1.9,1.1,2.5,2.8,2.9,2.5666666666666664,0.2081665999465798,2.716666666666667,0.2639444385977201,3.0749999999999997,0.7300373589444217,6,3,3,-0.7818314824680299,0.6234898018587334,0.7071067811865475,0.7071067811865476
2.4,1130.0,5.2,773.0,70.0,1130.0,82.0,1452.0,1051.0,12.1,61.1,0.8603,1.2,2.2,3.0,1.1,2.4,2.5,2.8,2.5666666666666664,0.2081665999465798,2.716666666666667,0.2639444385977201,3.0749999999999997,0.7300373589444217,6,3,4,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
1.2,1062.0,3.7,691.0,53.0,1272.0,70.0,1377.0,929.0,11.5,63.1,0.8533,1.0,2.8,2.9,1.0,2.4,2.4,2.5,2.5666666666666664,0.2081665999465798,2.716666666666667,0.2639444385977201,3.0749999999999997,0.7300373589444217,6,3,5,-0.7818314824680299,0.6234898018587334,0.9659258262890684,0.2588190451025207
1.0,1076.0,2.5,618.0,44.0,1395.0,63.0,1333.0,872.0,11.6,62.2,0.8473,0.9,2.8,2.5,1.4,1.2,2.4,2.4,2.5666666666666664,0.2081665999465798,2.716666666666667,0.2639444385977201,3.0749999999999997,0.7300373589444217,6,3,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
0.9,1028.0,2.4,615.0,74.0,1384.0,67.0,1340.0,853.0,10.4,67.6,0.853,1.4,2.0,4.6,2.2,1.0,1.2,2.4,1.0333333333333334,0.1527525231651612,2.716666666666667,0.2639444385977201,3.0749999999999997,0.7300373589444217,6,3,7,-0.7818314824680299,0.6234898018587334,0.9659258262890684,-0.2588190451025206
1.4,1155.0,4.2,722.0,101.0,1225.0,84.0,1414.0,959.0,11.6,62.7,0.853,1.6,1.8,5.9,5.5,0.9,1.0,1.2,1.1,0.2645751311064394,2.716666666666667,0.2639444385977201,3.0749999999999997,0.7300373589444217,6,3,8,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
1.6,1235.0,6.4,828.0,118.0,1055.0,83.0,1527.0,1093.0,12.4,60.0,0.8627,2.2,1.9,3.4,8.1,1.4,0.9,1.0,1.3,0.3605551275463838,2.716666666666667,0.2639444385977201,3.0749999999999997,0.7300373589444217,6,3,9,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
2.2,1332.0,8.6,923.0,144.0,952.0,98.0,1614.0,1225.0,14.5,53.1,0.8728,2.8,3.0,2.1,5.8,1.6,1.4,0.9,1.7333333333333336,0.4163331998932122,1.3833333333333335,0.4750438576243928,3.0749999999999997,0.7300373589444217,6,3,10,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387
2.8,1445.0,10.9,1009.0,176.0,878.0,114.0,1696.0,1355.0,16.9,46.1,0.8789,2.8,2.9,2.2,4.2,2.2,1.6,1.4,2.2,0.5999999999999887,1.65,0.7314369419163883,3.0749999999999997,0.7300373589444217,6,3,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682
2.8,1416.0,10.7,1002.0,161.0,907.0,119.0,1677.0,1262.0,19.3,38.3,0.8474,2.0,2.5,1.8,3.1,2.8,2.2,1.6,2.6,0.346410161513754,1.95,0.7791020472312971,3.0749999999999997,0.7300373589444217,6,3,12,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
2.0,1281.0,7.5,880.0,113.0,1084.0,104.0,1525.0,980.0,21.2,31.4,0.7812,1.8,4.6,1.8,2.9,2.8,2.8,2.2,2.533333333333333,0.4618802153516849,2.1333333333333333,0.5887840577551885,3.0749999999999997,0.7300373589444217,6,3,13,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890684
1.8,1207.0,7.5,879.0,103.0,1104.0,102.0,1490.0,872.0,21.4,30.2,0.7616,1.9,5.9,1.8,2.9,2.0,2.8,2.8,2.2,0.5291502622129058,2.1999999999999997,0.5059644256269392,3.0749999999999997,0.7300373589444217,6,3,14,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
1.9,1258.0,8.2,906.0,112.0,1081.0,107.0,1511.0,900.0,21.9,29.0,0.7525,3.0,3.4,1.1,2.5,1.8,2.0,2.8,1.9,0.0999999999999425,2.25,0.4460941604639077,3.0749999999999997,0.7300373589444217,6,3,15,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479
3.0,1458.0,11.9,1045.0,170.0,974.0,129.0,1646.0,1099.0,22.2,28.4,0.7516,2.9,2.1,1.1,2.3,1.9,1.8,2.0,2.2333333333333334,0.6658328118479295,2.3833333333333333,0.5382068994974568,1.8833333333333335,0.7120180453961085,6,3,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004
2.9,1438.0,12.0,1051.0,180.0,943.0,128.0,1668.0,1206.0,21.3,30.8,0.7696,2.5,2.2,1.0,2.8,3.0,1.9,1.8,2.6,0.60827625302981,2.4,0.5549774770204634,2.025,0.7325236577004918,6,3,17,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206
2.5,1478.0,12.2,1055.0,160.0,929.0,121.0,1671.0,1262.0,19.7,36.7,0.8307,4.6,1.8,1.4,6.1,2.9,3.0,1.9,2.8000000000000003,0.2645751311064298,2.35,0.5244044240850747,2.15,0.6667424199385044,6,3,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16
4.6,1808.0,20.6,1312.0,261.0,753.0,157.0,1993.0,1698.0,18.4,41.7,0.8732,5.9,1.8,2.2,8.0,2.5,2.9,3.0,3.3333333333333335,1.1150485789118407,2.783333333333333,1.0186592495366966,2.4583333333333335,0.8628265740980026,6,3,19,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203
5.9,1898.0,23.1,1381.0,325.0,681.0,173.0,2103.0,1905.0,17.6,46.1,0.921,3.4,1.8,5.5,6.5,4.6,2.5,2.9,4.333333333333333,1.7156145643276968,3.4666666666666663,1.4922019523732932,2.8333333333333335,1.2514234319608235,6,3,20,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
3.4,1560.0,14.7,1140.0,217.0,784.0,146.0,1818.0,1648.0,16.7,49.6,0.932,2.1,1.1,8.1,4.2,5.9,4.6,2.5,4.633333333333334,1.250333288900728,3.716666666666667,1.2890565025113017,2.983333333333333,1.196839271758845,6,3,21,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474
2.1,1324.0,9.0,940.0,146.0,924.0,121.0,1587.0,1423.0,16.3,51.0,0.9341,2.2,1.1,5.8,3.2,3.4,5.9,4.6,3.8,1.9313207915827917,3.5666666666666664,1.4334108506170409,2.9749999999999996,1.2031209415515964,6,3,22,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
2.2,1349.0,8.8,933.0,152.0,933.0,119.0,1617.0,1349.0,14.7,55.9,0.9314,1.8,1.0,4.2,1.4,2.1,3.4,5.9,2.566666666666667,0.7234178138070139,3.4499999999999997,1.5241391012633991,2.9250000000000003,1.223352324185845,6,3,23,-0.7818314824680299,0.6234898018587334,-0.2588190451025215,0.965925826289068
1.8,1239.0,7.4,872.0,104.0,985.0,99.0,1547.0,1250.0,14.8,54.7,0.9164,1.8,1.4,3.1,2.1,2.2,2.1,3.4,2.0333333333333337,0.2081665999465855,3.3333333333333335,1.6342174477916542,2.841666666666667,1.2659587335894935,0,3,0,0.0,1.0,0.0,1.0
1.8,1239.0,6.9,853.0,106.0,1010.0,93.0,1543.0,1174.0,14.0,57.0,0.9094,1.8,2.2,2.9,1.2,1.8,2.2,2.1,1.9333333333333336,0.2309401076758264,2.8666666666666667,1.5995832790657285,2.8249999999999997,1.2792931286811904,0,3,1,0.0,1.0,0.2588190451025207,0.9659258262890684
1.8,1224.0,7.0,855.0,108.0,998.0,88.0,1566.0,1149.0,13.4,61.3,0.9361,1.1,5.5,2.9,0.8,1.8,1.8,2.2,1.8,0.0,2.183333333333333,0.6210206652492857,2.8249999999999997,1.2792931286811904,0,3,2,0.0,1.0,0.4999999999999999,0.8660254037844387
1.1,1078.0,4.4,734.0,108.0,1128.0,88.0,1487.0,1021.0,12.6,63.5,0.923,1.1,8.1,2.5,0.7,1.8,1.8,1.8,1.5666666666666669,0.4041451884327266,1.8,0.3847076812334239,2.7583333333333333,1.3507293203931334,0,3,3,0.0,1.0,0.7071067811865475,0.7071067811865476
1.1,1078.0,4.0,711.0,66.0,1150.0,71.0,1468.0,1013.0,12.3,65.4,0.9351,1.0,5.8,2.3,0.7,1.1,1.8,1.8,1.5666666666666669,0.4041451884327266,1.8,0.3847076812334239,2.7583333333333333,1.3507293203931334,0,3,4,0.0,1.0,0.8660254037844386,0.5000000000000001
1.0,1075.0,3.9,703.0,88.0,1156.0,74.0,1464.0,1010.0,11.9,67.4,0.9375,1.4,4.2,2.8,0.6,1.1,1.1,1.8,1.5666666666666669,0.4041451884327266,1.8,0.3847076812334239,2.7583333333333333,1.3507293203931334,0,3,5,0.0,1.0,0.9659258262890684,0.2588190451025207
1.4,1157.0,6.4,830.0,138.0,1030.0,80.0,1584.0,1083.0,11.4,70.5,0.9475,2.2,3.1,6.1,0.9,1.0,1.1,1.1,1.5666666666666669,0.4041451884327266,1.8,0.3847076812334239,2.7583333333333333,1.3507293203931334,0,3,6,0.0,1.0,1.0,6.123233995736766e-17
2.2,1314.0,9.7,966.0,228.0,897.0,89.0,1710.0,1235.0,11.3,70.2,0.9401,5.5,2.9,8.0,1.3,1.4,1.0,1.1,1.5333333333333332,0.6110100926607714,1.8,0.3847076812334239,2.7583333333333333,1.3507293203931334,0,3,7,0.0,1.0,0.9659258262890684,-0.2588190451025206
5.5,1797.0,25.9,1451.0,360.0,652.0,114.0,2323.0,1680.0,12.4,63.9,0.917,8.1,2.9,6.5,3.4,2.2,1.4,1.0,3.033333333333333,2.1733231083604014,1.8,0.3847076812334239,2.7583333333333333,1.3507293203931334,0,3,8,0.0,1.0,0.8660254037844387,-0.4999999999999998
8.1,1961.0,36.7,1701.0,478.0,537.0,149.0,2665.0,2184.0,14.8,54.3,0.9076,5.8,2.5,4.2,3.7,5.5,2.2,1.4,5.266666666666667,2.956912804486007,1.8,0.3847076812334239,2.7583333333333333,1.3507293203931334,0,3,9,0.0,1.0,0.7071067811865476,-0.7071067811865475
5.8,1771.0,26.6,1470.0,394.0,622.0,157.0,2262.0,1973.0,17.4,45.6,0.8993,4.2,2.3,3.2,5.3,8.1,5.5,2.2,6.466666666666666,1.422439219556779,4.0,2.874021572639983,2.7583333333333333,1.3507293203931334,0,3,10,0.0,1.0,0.4999999999999999,-0.8660254037844387
4.2,1564.0,20.1,1300.0,319.0,710.0,155.0,2029.0,1798.0,19.8,38.5,0.8801,3.1,2.8,1.4,4.1,5.8,8.1,5.5,6.033333333333334,1.96044212700434,4.533333333333334,2.4752104287649304,2.7583333333333333,1.3507293203931334,0,3,11,0.0,1.0,0.258819045102521,-0.9659258262890682
3.1,1430.0,14.1,1120.0,201.0,831.0,134.0,1783.0,1522.0,22.0,34.1,0.8904,2.9,6.1,2.1,3.3,4.2,5.8,8.1,4.366666666666666,1.3576941236277449,4.816666666666667,2.1160497788725743,2.7583333333333333,1.3507293203931334,0,3,12,0.0,1.0,1.2246467991473532e-16,-1.0
2.9,1417.0,14.9,1146.0,171.0,830.0,119.0,1831.0,1404.0,23.3,32.2,0.9096,2.9,8.0,1.2,4.0,3.1,4.2,5.8,3.4,0.6999999999999885,4.933333333333334,1.9561867668161628,2.7583333333333333,1.3507293203931334,0,3,13,0.0,1.0,-0.2588190451025208,-0.9659258262890684
2.9,1400.0,15.4,1162.0,159.0,838.0,111.0,1829.0,1263.0,23.9,30.0,0.8757,2.5,6.5,0.8,3.8,2.9,3.1,4.2,2.966666666666667,0.1154700538378669,4.5,2.0890189084831197,2.7583333333333333,1.3507293203931334,0,3,14,0.0,1.0,-0.4999999999999998,-0.8660254037844388
2.5,1317.0,12.1,1053.0,153.0,926.0,104.0,1707.0,1137.0,24.4,28.9,0.8736,2.3,4.2,0.7,2.8,2.9,2.9,3.1,2.766666666666667,0.2309401076758238,3.566666666666667,1.2355835328567106,2.7583333333333333,1.3507293203931334,0,3,15,0.0,1.0,-0.7071067811865471,-0.7071067811865479
2.3,1318.0,11.5,1033.0,143.0,950.0,99.0,1675.0,1068.0,24.4,29.4,0.8848,2.8,3.2,0.7,2.9,2.5,2.9,2.9,2.5666666666666664,0.3055050463303715,2.983333333333334,0.6645800679125649,3.4916666666666667,2.0584452797431783,0,3,16,0.0,1.0,-0.8660254037844384,-0.5000000000000004
2.8,1445.0,14.8,1141.0,156.0,857.0,110.0,1824.0,1252.0,23.8,31.3,0.9137,6.1,1.4,0.6,2.9,2.3,2.5,2.9,2.533333333333333,0.251661147842337,2.75,0.2949576240750559,3.641666666666667,1.9213907526170793,0,3,17,0.0,1.0,-0.9659258262890684,-0.2588190451025206
6.1,1917.0,32.1,1601.0,314.0,631.0,162.0,2447.0,1843.0,22.5,35.4,0.9547,8.0,2.1,0.9,3.4,2.8,2.3,2.5,3.733333333333333,2.064784088793139,3.25,1.4166862743741122,4.033333333333334,1.9018332463624932,0,3,18,0.0,1.0,-1.0,-1.8369701987210294e-16
8.0,2040.0,39.2,1754.0,404.0,542.0,187.0,2679.0,2122.0,20.4,42.5,1.0086,6.5,1.2,1.3,3.9,6.1,2.8,2.3,5.633333333333333,2.6312227829154455,4.1000000000000005,2.372340616353395,4.516666666666667,2.1182468451456975,0,3,19,0.0,1.0,-0.9659258262890684,0.2588190451025203
6.5,1895.0,31.0,1573.0,320.0,565.0,165.0,2443.0,1992.0,18.3,52.6,1.0945,4.2,0.8,3.4,3.2,8.0,6.1,2.8,6.866666666666667,1.0016652800877617,4.7,2.461706725018235,4.6000000000000005,2.179240902032382,0,3,20,0.0,1.0,-0.8660254037844386,0.5000000000000001
4.2,1595.0,19.9,1294.0,256.0,678.0,145.0,2058.0,1707.0,16.7,57.4,1.0786,3.2,0.7,3.7,5.1,6.5,8.0,6.1,6.233333333333333,1.913983629327403,4.983333333333333,2.2462561444916895,4.2749999999999995,1.8800991269804712,0,3,21,0.0,1.0,-0.7071067811865477,0.7071067811865474
3.2,1439.0,15.3,1159.0,193.0,764.0,125.0,1856.0,1494.0,15.7,60.2,1.0654,1.4,0.7,5.3,2.6,4.2,6.5,8.0,4.633333333333334,1.6921386861996008,5.133333333333334,2.052965334989042,4.058333333333334,1.8377151492266075,0,3,22,0.0,1.0,-0.5000000000000004,0.8660254037844384
1.4,1142.0,6.9,852.0,89.0,1008.0,101.0,1547.0,1164.0,15.3,61.4,1.058,2.1,0.6,4.1,1.7,3.2,4.2,6.5,2.9333333333333336,1.4189197769195152,4.9,2.4182638400306953,3.825,1.9895751031084736,0,3,23,0.0,1.0,-0.2588190451025215,0.965925826289068
2.1,1304.0,11.1,1019.0,127.0,852.0,103.0,1731.0,1272.0,14.1,65.7,1.0494,1.2,0.9,3.3,1.7,1.4,3.2,4.2,2.2333333333333334,0.907377172587746,4.233333333333333,2.568008307359358,3.7416666666666663,2.042929417787263,1,3,0,0.7818314824680298,0.6234898018587336,0.0,1.0
1.2,1074.0,5.4,784.0,79.0,1098.0,88.0,1483.0,1040.0,14.8,60.6,1.0148,0.8,1.3,4.0,1.2,2.1,1.4,3.2,1.5666666666666669,0.4725815626252651,3.1,2.0139513400278597,3.5999999999999996,2.162069715468365,1,3,1,0.7818314824680298,0.6234898018587336,0.2588190451025207,0.9659258262890684
0.8,968.0,2.8,640.0,43.0,1320.0,61.0,1386.0,867.0,14.8,59.2,0.9879,0.7,3.4,3.8,0.9,1.2,2.1,1.4,1.3666666666666665,0.6658328118479435,2.1500000000000004,1.3111064030047352,3.4250000000000003,2.3041957776669464,1,3,2,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387
0.7,929.0,2.3,608.0,43.0,1376.0,61.0,1364.0,826.0,13.6,62.1,0.9636,0.7,3.7,2.8,0.7,0.8,1.2,2.1,0.9,0.2645751311064766,1.566666666666667,0.94375137968995,3.275,2.4252928595420093,1,3,3,0.7818314824680298,0.6234898018587336,0.7071067811865475,0.7071067811865476
0.7,941.0,2.6,626.0,59.0,1316.0,59.0,1373.0,840.0,12.3,66.2,0.945,0.6,5.3,2.9,0.7,0.7,0.8,1.2,0.9,0.2645751311064766,1.566666666666667,0.94375137968995,3.275,2.4252928595420093,1,3,4,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
0.6,937.0,2.0,585.0,38.0,1412.0,52.0,1348.0,793.0,12.8,63.2,0.9283,0.9,4.1,2.9,0.5,0.7,0.7,0.8,0.9,0.2645751311064766,1.566666666666667,0.94375137968995,3.275,2.4252928595420093,1,3,5,0.7818314824680298,0.6234898018587336,0.9659258262890684,0.2588190451025207
0.9,1017.0,3.5,681.0,82.0,1246.0,64.0,1418.0,870.0,11.2,68.5,0.9081,1.3,3.3,3.4,0.5,0.6,0.7,0.7,0.9,0.2645751311064766,1.566666666666667,0.94375137968995,3.275,2.4252928595420093,1,3,6,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
1.3,1171.0,5.1,770.0,99.0,1162.0,70.0,1467.0,930.0,11.0,66.5,0.8705,3.4,4.0,3.9,1.6,0.9,0.6,0.7,0.9333333333333332,0.3511884584284375,1.566666666666667,0.94375137968995,3.275,2.4252928595420093,1,3,7,0.7818314824680298,0.6234898018587336,0.9659258262890684,-0.2588190451025206
3.4,1541.0,16.2,1185.0,263.0,770.0,97.0,1889.0,1407.0,11.7,63.7,0.8719,3.7,3.8,3.2,4.1,1.3,0.9,0.6,1.8666666666666665,1.342882471898913,1.566666666666667,0.94375137968995,3.275,2.4252928595420093,1,3,8,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
3.7,1539.0,19.7,1287.0,229.0,698.0,95.0,2055.0,1507.0,13.6,56.3,0.8743,5.3,2.8,5.1,6.6,3.4,1.3,0.9,2.8000000000000003,1.3076696830621997,1.566666666666667,0.94375137968995,3.275,2.4252928595420093,1,3,9,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475
5.3,1735.0,25.1,1431.0,396.0,628.0,150.0,2211.0,1843.0,17.8,42.9,0.8672,4.1,2.9,2.6,4.3,3.7,3.4,1.3,4.133333333333333,1.021436896402962,2.5333333333333337,1.8811344095164173,3.275,2.4252928595420093,1,3,10,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387
4.1,1571.0,20.0,1297.0,314.0,730.0,162.0,1973.0,1729.0,21.4,33.3,0.8417,3.3,2.9,1.7,2.9,5.3,3.7,3.4,4.366666666666667,0.8326663997864409,3.116666666666667,1.6951892716350814,3.275,2.4252928595420093,1,3,11,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682
3.3,1452.0,18.3,1250.0,217.0,776.0,154.0,1868.0,1583.0,24.4,27.4,0.8231,4.0,3.4,1.7,2.5,4.1,5.3,3.7,4.233333333333333,1.0066445913694235,3.516666666666667,1.3060117406312532,3.275,2.4252928595420093,1,3,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
4.0,1579.0,22.3,1359.0,252.0,724.0,161.0,1998.0,1671.0,25.3,26.1,0.8264,3.8,3.9,1.2,2.8,3.3,4.1,5.3,3.7999999999999994,0.4358898943540499,3.966666666666667,0.7257180352359129,3.275,2.4252928595420093,1,3,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684
3.8,1466.0,20.4,1309.0,263.0,773.0,161.0,1897.0,1491.0,25.8,23.2,0.7589,2.8,3.2,0.9,2.6,4.0,3.3,4.1,3.7,0.3605551275463792,4.033333333333333,0.6801960501698562,3.275,2.4252928595420093,1,3,14,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388
2.8,1280.0,14.6,1136.0,180.0,893.0,128.0,1675.0,1240.0,27.0,20.2,0.7094,2.9,5.1,0.7,2.0,3.8,4.0,3.3,3.533333333333333,0.6429100507328538,3.8833333333333337,0.8471520918150851,3.275,2.4252928595420093,1,3,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479
2.9,1407.0,16.6,1197.0,184.0,905.0,129.0,1759.0,1313.0,28.2,18.6,0.7014,2.9,2.6,0.7,2.9,2.8,3.8,4.0,3.1666666666666665,0.5507570547286016,3.483333333333333,0.5636192568274049,3.0083333333333333,1.413865322976397,1,3,16,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004
2.9,1389.0,15.8,1173.0,190.0,898.0,133.0,1739.0,1363.0,28.0,19.1,0.7098,3.4,1.7,0.5,2.5,2.9,2.8,3.8,2.8666666666666667,0.0577350269189049,3.2833333333333337,0.5115336417741039,3.1999999999999997,1.196965861136931,1,3,17,0.7818314824680298,0.6234898018587336,-0.9659258262890684,-0.2588190451025206
3.4,1447.0,17.8,1235.0,184.0,859.0,139.0,1778.0,1296.0,23.9,25.7,0.7519,3.9,1.7,0.5,5.0,2.9,2.9,2.8,3.0666666666666664,0.2886751345947979,3.3000000000000003,0.5138093031466153,3.408333333333333,0.952945990392983,1,3,18,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16
3.9,1551.0,19.1,1271.0,181.0,800.0,137.0,1875.0,1432.0,21.3,34.8,0.873,3.2,1.2,1.6,7.6,3.4,2.9,2.9,3.4,0.4999999999999881,3.283333333333333,0.4875106836436276,3.625,0.6890375369112562,1,3,19,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203
3.2,1474.0,15.8,1173.0,166.0,854.0,143.0,1776.0,1432.0,20.4,36.7,0.8704,5.1,0.9,4.1,6.7,3.9,3.4,2.9,3.5,0.360555127546381,3.1833333333333336,0.4167333280008662,3.608333333333334,0.6973434439269378,1,3,20,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001
5.1,1800.0,24.9,1426.0,317.0,700.0,177.0,2106.0,2034.0,19.0,41.3,0.9007,2.6,0.7,6.6,5.7,3.2,3.9,3.4,4.066666666666666,0.9609023536932952,3.5666666666666664,0.8382521498133337,3.725,0.8203380677833677,1,3,21,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474
2.6,1379.0,13.5,1101.0,184.0,818.0,138.0,1710.0,1602.0,17.9,45.9,0.9342,1.7,0.7,4.3,2.8,5.1,3.2,3.9,3.6333333333333337,1.3051181300301204,3.516666666666667,0.8931218655181811,3.5,0.7122308103927618,1,3,22,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
1.7,1201.0,9.1,943.0,130.0,935.0,117.0,1560.0,1362.0,16.7,48.9,0.9226,1.7,0.5,2.9,2.6,2.6,5.1,3.2,3.1333333333333333,1.7616280348965054,3.316666666666667,1.1548448669265827,3.3000000000000003,0.8517361947543075,1,3,23,0.7818314824680298,0.6234898018587336,-0.2588190451025215,0.965925826289068
1.7,1205.0,8.6,925.0,132.0,922.0,107.0,1547.0,1314.0,15.5,52.9,0.9271,1.2,0.5,2.5,2.3,1.7,2.6,5.1,2.0,0.5196152422706647,3.0333333333333337,1.3261473020244312,3.1666666666666665,0.968910666051252,2,3,0,0.9749279121818236,-0.2225209339563143,0.0,1.0
1.2,1072.0,5.4,784.0,95.0,1066.0,90.0,1442.0,1114.0,15.5,51.9,0.9059,0.9,1.6,2.8,1.4,1.7,1.7,2.6,1.5333333333333332,0.2886751345948228,2.5833333333333335,1.4274686219552009,2.933333333333333,1.080684407160013,2,3,1,0.9749279121818236,-0.2225209339563143,0.2588190451025207,0.9659258262890684
0.9,998.0,4.1,714.0,70.0,1169.0,79.0,1383.0,992.0,14.1,55.6,0.891,0.7,4.1,2.6,1.0,1.2,1.7,1.7,1.2666666666666666,0.4041451884327482,2.2,1.53362316101447,2.6916666666666664,1.188167675137825,2,3,2,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387
0.7,933.0,2.6,625.0,70.0,1292.0,79.0,1332.0,884.0,13.1,57.9,0.8666,0.7,6.6,2.0,0.7,0.9,1.2,1.7,0.9333333333333332,0.2516611478423808,1.466666666666667,0.688960569747417,2.5166666666666666,1.318286307248462,2,3,3,0.9749279121818236,-0.2225209339563143,0.7071067811865475,0.7071067811865476
0.7,883.0,1.9,577.0,54.0,1396.0,60.0,1303.0,808.0,12.7,57.9,0.8447,0.5,4.3,2.9,0.7,0.7,0.9,1.2,0.9333333333333332,0.2516611478423808,1.466666666666667,0.688960569747417,2.5166666666666666,1.318286307248462,2,3,4,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001
0.5,869.0,1.6,554.0,28.0,1460.0,40.0,1268.0,667.0,11.8,58.0,0.8026,0.5,2.9,2.5,0.6,0.7,0.7,0.9,0.9333333333333332,0.2516611478423808,1.466666666666667,0.688960569747417,2.5166666666666666,1.318286307248462,2,3,5,0.9749279121818236,-0.2225209339563143,0.9659258262890684,0.2588190451025207
0.5,891.0,1.9,576.0,46.0,1417.0,53.0,1289.0,733.0,11.9,57.4,0.7978,1.6,2.5,5.0,0.7,0.5,0.7,0.7,0.9333333333333332,0.2516611478423808,1.466666666666667,0.688960569747417,2.5166666666666666,1.318286307248462,2,3,6,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17
1.6,1173.0,7.5,878.0,160.0,1038.0,84.0,1556.0,1052.0,9.9,65.2,0.7956,4.1,2.8,7.6,1.5,0.5,0.5,0.7,0.8666666666666667,0.6350852961085978,1.466666666666667,0.688960569747417,2.5166666666666666,1.318286307248462,2,3,7,0.9749279121818236,-0.2225209339563143,0.9659258262890684,-0.2588190451025206
