CO(GT),NOx(GT),NO2(GT),C6H6(GT)
0.1,140.0,134.0,13.7
0.1,125.0,114.0,12.9
0.1,111.0,100.0,10.3
0.1,102.0,92.0,9.5
0.1,108.0,97.0,10.3
0.1,132.0,111.0,11.2
0.1,104.0,89.0,9.2
0.1,92.0,87.0,8.0
0.1,78.0,69.0,5.8
0.1,78.0,69.0,4.0
0.1,78.0,69.0,3.0
0.1,78.0,69.0,3.0
0.1,78.0,69.0,7.8
0.1,78.0,69.0,19.3
0.1,78.0,69.0,26.0
0.1,78.0,69.0,10.6
0.1,78.0,69.0,8.2
0.1,78.0,69.0,9.9
0.1,78.0,69.0,8.6
0.1,78.0,69.0,8.7
0.1,78.0,69.0,6.0
0.1,78.0,69.0,8.0
0.1,78.0,69.0,7.6
0.1,78.0,69.0,10.7
0.1,78.0,69.0,8.7
0.1,78.0,69.0,8.0
0.1,78.0,69.0,7.2
0.1,78.0,69.0,5.7
0.1,78.0,69.0,5.5
0.1,78.0,69.0,4.6
0.1,78.0,69.0,6.6
0.1,78.0,69.0,4.5
0.1,78.0,69.0,3.8
0.1,78.0,69.0,2.3
0.1,78.0,69.0,2.1
0.1,78.0,69.0,3.9
0.1,78.0,69.0,6.5
0.1,78.0,69.0,14.5
0.1,78.0,69.0,15.1
0.1,78.0,69.0,9.0
0.1,78.0,69.0,11.4
0.1,104.0,115.0,11.2
0.1,98.0,108.0,10.2
0.1,66.0,86.0,8.2
0.1,60.0,84.0,6.6
0.1,85.0,97.0,6.4
0.1,90.0,102.0,7.0
0.1,122.0,102.0,9.6
0.1,117.0,99.0,9.4
0.1,115.0,97.0,10.2
0.1,127.0,101.0,7.7
0.1,79.0,92.0,5.4
0.1,61.0,70.0,5.5
0.1,67.0,72.0,5.7
0.1,93.0,80.0,7.2
0.1,77.0,71.0,6.8
0.1,60.0,69.0,5.0
0.1,60.0,69.0,4.1
0.1,45.0,55.0,3.4
0.7,65.0,57.0,4.4
1.2,94.0,56.0,7.7
2.3,205.0,72.0,13.6
3.0,240.0,84.0,19.1
2.9,237.0,97.0,16.3
2.6,245.0,107.0,14.2
2.6,206.0,117.0,15.6
2.6,156.0,120.0,14.4
2.1,126.0,110.0,10.5
1.7,108.0,104.0,10.2
1.9,102.0,110.0,10.7
2.5,110.0,111.0,11.6
1.1,57.0,64.0,7.9
2.1,109.0,92.0,11.7
2.6,151.0,114.0,14.6
2.6,153.0,116.0,13.2
1.7,103.0,94.0,9.8
1.5,76.0,77.0,8.8
1.8,93.0,74.0,10.4
1.4,75.0,62.0,8.5
1.2,57.0,57.0,6.4
0.7,32.0,45.0,3.4
0.6,32.0,45.0,2.6
0.7,42.0,49.0,2.9
0.5,37.0,45.0,2.3
0.6,44.0,44.0,3.3
0.9,51.0,43.0,5.1
1.2,74.0,51.0,7.7
2.0,115.0,84.0,10.5
1.9,109.0,96.0,10.9
1.7,80.0,88.0,8.4
1.2,57.0,67.0,6.0
1.1,56.0,64.0,6.0
1.0,43.0,54.0,4.7
1.0,43.0,56.0,5.3
1.0,51.0,68.0,5.8
1.2,46.0,67.0,6.5
1.6,71.0,95.0,8.4
1.6,65.0,86.0,8.3
1.6,78.0,93.0,8.4
1.3,51.0,68.0,6.4
1.9,84.0,95.0,10.3
1.9,89.0,93.0,10.9
1.5,65.0,69.0,7.4
1.1,43.0,55.0,5.8
0.8,32.0,39.0,4.5
0.9,32.0,39.0,4.6
0.6,22.0,33.0,2.4
0.6,21.0,29.0,2.4
0.7,27.0,36.0,2.6
0.6,31.0,38.0,2.8
1.0,46.0,47.0,4.5
1.2,62.0,64.0,5.2
1.0,43.0,49.0,4.2
1.3,53.0,64.0,4.8
1.4,87.0,79.0,4.6
0.8,36.0,45.0,3.6
0.6,21.0,30.0,2.6
0.7,27.0,35.0,3.0
0.8,29.0,37.0,3.6
0.9,38.0,46.0,4.1
1.0,41.0,54.0,5.0
1.5,66.0,79.0,6.5
1.5,63.0,79.0,7.3
1.7,88.0,98.0,8.1
1.9,87.0,93.0,10.4
1.7,86.0,89.0,9.0
1.2,49.0,57.0,6.5
1.1,40.0,51.0,6.3
0.8,27.0,39.0,4.4
0.5,27.0,39.0,2.8
0.5,23.0,30.0,2.2
0.7,58.0,46.0,3.7
1.2,87.0,55.0,7.4
2.3,143.0,63.0,15.1
2.5,96.0,42.0,15.1
2.4,16.0,5.0,14.7
1.4,54.0,39.0,9.8
1.2,42.0,39.0,8.0
1.6,72.0,71.0,8.3
1.4,54.0,65.0,7.7
1.2,52.0,71.0,6.7
1.5,64.0,72.0,7.5
1.4,70.0,76.0,7.5
1.5,65.0,75.0,7.5
1.7,80.0,86.0,7.5
2.2,88.0,96.0,7.5
1.9,81.0,95.0,8.6
1.6,59.0,74.0,9.7
1.5,69.0,76.0,9.1
1.4,58.0,66.0,9.1
1.0,33.0,49.0,7.0
0.7,17.0,29.0,4.9
0.5,6.0,11.0,3.5
0.5,6.0,11.0,3.9
0.5,20.0,25.0,3.2
0.7,58.0,34.0,4.7
1.2,106.0,42.0,7.6
2.2,143.0,47.0,14.7
2.9,167.0,62.0,18.7
2.6,188.0,81.0,14.8
2.6,164.0,90.0,14.5
2.2,128.0,95.0,12.7
1.5,88.0,86.0,9.2
0.9,51.0,64.0,4.8
1.0,52.0,62.0,5.4
1.1,59.0,75.0,7.2
1.2,67.0,88.0,6.7
1.8,105.0,126.0,9.7
1.8,91.0,96.0,10.9
1.7,69.0,79.0,10.6
1.7,65.0,67.0,9.7
1.6,58.0,62.0,8.6
1.7,67.0,64.0,10.2
1.8,64.0,63.0,10.5
1.5,65.0,60.0,8.8
1.2,47.0,49.0,6.6
0.8,29.0,36.0,5.3
0.5,29.0,36.0,3.0
0.5,16.0,24.0,3.2
0.7,50.0,32.0,3.5
1.1,78.0,42.0,7.2
1.4,89.0,42.0,9.5
1.7,97.0,51.0,11.1
1.8,93.0,58.0,9.7
1.8,105.0,67.0,9.5
1.7,89.0,68.0,8.3
1.3,63.0,56.0,6.0
1.3,52.0,47.0,5.8
1.0,48.0,46.0,5.1
1.0,50.0,50.0,4.5
1.4,80.0,65.0,6.6
1.6,78.0,69.0,8.0
1.4,64.0,63.0,7.6
1.7,84.0,69.0,10.1
1.4,72.0,57.0,7.8
1.5,70.0,59.0,8.4
1.4,59.0,54.0,7.7
1.5,63.0,57.0,7.6
1.6,58.0,46.0,7.9
1.2,68.0,65.0,6.3
0.9,57.0,62.0,3.8
0.6,57.0,62.0,2.4
0.6,15.0,25.0,2.5
0.7,47.0,37.0,4.2
0.7,39.0,41.0,4.5
1.7,87.0,60.0,11.0
2.2,122.0,65.0,14.1
1.9,122.0,71.0,9.5
1.5,101.0,61.0,6.9
1.6,92.0,65.0,7.2
1.3,70.0,54.0,5.5
1.1,58.0,58.0,5.1
1.0,44.0,56.0,5.0
1.0,44.0,60.0,5.6
1.1,52.0,69.0,5.7
1.3,53.0,67.0,7.0
1.5,65.0,79.0,8.1
1.6,67.0,86.0,8.7
1.5,67.0,79.0,7.9
1.3,53.0,67.0,7.5
1.2,53.0,65.0,6.0
1.6,60.0,67.0,8.5
1.4,60.0,62.0,7.0
1.1,39.0,48.0,5.6
0.7,22.0,33.0,2.6
0.4,22.0,33.0,1.5
0.5,7.0,11.0,1.7
0.5,25.0,34.0,2.0
0.8,47.0,52.0,4.0
1.6,101.0,80.0,8.6
1.6,100.0,86.0,10.1
1.4,79.0,77.0,8.7
1.5,91.0,93.0,7.9
1.2,83.0,109.0,5.8
1.1,65.0,89.0,5.3
0.8,55.0,71.0,4.2
0.7,40.0,56.0,3.3
0.7,48.0,68.0,4.0
0.7,46.0,61.0,4.3
1.0,54.0,70.0,4.6
1.0,55.0,76.0,5.1
1.2,60.0,78.0,5.9
1.1,62.0,80.0,5.7
1.0,51.0,71.0,4.7
1.2,57.0,74.0,5.1
1.4,72.0,90.0,5.9
1.3,63.0,78.0,5.6
1.0,49.0,63.0,4.5
0.6,30.0,42.0,2.5
0.4,30.0,42.0,1.7
0.4,18.0,27.0,1.8
0.4,22.0,29.0,1.9
0.5,39.0,41.0,2.6
1.1,68.0,61.0,6.3
1.2,84.0,68.0,6.8
0.9,54.0,58.0,4.7
0.9,51.0,52.0,4.7
1.0,52.0,57.0,4.0
0.8,44.0,51.0,4.3
0.8,47.0,53.0,3.8
0.7,37.0,49.0,3.4
0.7,33.0,44.0,3.6
0.7,36.0,48.0,3.6
0.7,33.0,46.0,3.6
0.9,40.0,56.0,5.1
1.2,56.0,73.0,6.6
1.4,71.0,85.0,7.3
1.2,57.0,72.0,6.1
1.0,43.0,53.0,5.2
0.9,40.0,47.0,4.9
0.7,26.0,37.0,3.5
0.5,24.0,34.0,3.0
0.5,24.0,33.0,2.7
0.4,24.0,33.0,2.2
0.4,18.0,27.0,2.0
0.4,18.0,27.0,2.4
0.4,19.0,27.0,2.0
0.5,22.0,28.0,2.5
0.7,34.0,36.0,3.5
1.1,61.0,59.0,6.0
1.0,46.0,56.0,5.3
1.2,56.0,70.0,6.3
1.1,31.0,36.0,4.8
0.6,11.0,17.0,3.2
0.4,8.0,14.0,2.6
0.4,14.0,24.0,2.4
0.5,21.0,36.0,3.0
0.6,26.0,43.0,3.1
0.8,37.0,60.0,3.4
1.0,53.0,81.0,4.6
1.1,56.0,87.0,4.4
1.1,51.0,85.0,5.5
1.6,79.0,91.0,8.2
0.9,38.0,55.0,5.0
0.7,25.0,42.0,4.0
0.7,24.0,43.0,3.7
0.5,11.0,20.0,3.1
0.4,11.0,20.0,1.8
0.3,16.0,23.0,1.5
0.4,43.0,43.0,2.4
0.9,86.0,68.0,5.4
1.3,92.0,62.0,8.5
1.6,102.0,65.0,10.9
2.1,171.0,93.0,12.0
2.0,148.0,110.0,10.6
1.4,119.0,106.0,7.4
1.4,71.0,77.0,7.3
0.9,53.0,60.0,4.6
0.8,61.0,67.0,4.0
0.8,53.0,57.0,3.8
1.0,61.0,60.0,5.0
1.3,72.0,69.0,6.9
1.3,67.0,77.0,7.0
1.3,70.0,77.0,6.8
1.6,81.0,87.0,8.5
1.4,79.0,88.0,8.0
1.3,73.0,84.0,5.7
1.0,57.0,65.0,5.1
0.9,45.0,54.0,5.5
0.6,25.0,37.0,3.1
0.5,23.0,36.0,2.9
0.5,23.0,36.0,2.6
0.4,18.0,29.0,2.2
0.4,23.0,25.0,2.5
1.0,59.0,41.0,5.6
2.2,135.0,68.0,12.9
2.5,167.0,82.0,16.0
2.3,190.0,137.0,12.2
2.0,142.0,119.0,10.0
2.0,142.0,119.0,7.8
2.0,142.0,119.0,5.9
2.0,142.0,119.0,6.6
2.0,142.0,119.0,4.8
2.0,142.0,119.0,5.9
2.0,142.0,119.0,6.0
2.0,142.0,119.0,5.0
2.0,142.0,119.0,4.2
2.0,142.0,119.0,5.0
2.0,142.0,119.0,7.5
2.0,142.0,119.0,9.3
2.0,142.0,119.0,10.0
2.0,142.0,119.0,8.2
2.0,142.0,119.0,6.4
2.0,142.0,119.0,6.0
2.0,142.0,119.0,5.4
2.0,142.0,119.0,4.4
2.0,142.0,119.0,4.1
2.0,142.0,119.0,4.3
2.0,142.0,119.0,6.3
2.0,142.0,119.0,10.9
2.0,142.0,119.0,11.2
2.0,142.0,119.0,6.5
2.0,142.0,119.0,5.7
2.0,142.0,119.0,7.0
2.0,142.0,119.0,5.6
2.0,142.0,119.0,5.5
2.0,142.0,119.0,5.4
2.0,142.0,119.0,7.0
1.4,83.0,71.0,7.4
1.7,94.0,78.0,9.1
1.5,84.0,72.0,8.9
1.7,90.0,74.0,9.2
1.6,91.0,70.0,8.5
1.4,70.0,55.0,7.9
1.4,75.0,54.0,6.1
1.4,72.0,53.0,6.4
1.2,59.0,46.0,5.7
0.9,48.0,38.0,4.4
0.6,41.0,30.0,2.3
0.4,41.0,30.0,1.8
0.5,11.0,16.0,1.9
0.5,11.0,12.0,2.4
0.8,37.0,38.0,4.7
1.4,72.0,56.0,7.8
1.2,53.0,57.0,7.8
1.0,31.0,39.0,6.3
1.2,47.0,47.0,6.5
1.1,33.0,35.0,6.1
1.2,35.0,44.0,6.3
1.1,32.0,43.0,5.6
1.0,23.0,34.0,5.8
1.0,27.0,36.0,5.4
1.2,32.0,44.0,6.8
1.7,51.0,63.0,9.3
1.7,46.0,60.0,8.5
1.7,62.0,66.0,9.3
1.7,65.0,68.0,7.4
1.7,65.0,68.0,6.4
1.7,65.0,68.0,7.8
1.7,65.0,68.0,5.6
1.7,65.0,68.0,5.3
1.7,65.0,68.0,5.0
1.7,65.0,68.0,4.2
1.7,65.0,68.0,1.4
1.7,65.0,68.0,1.0
1.7,65.0,68.0,2.4
1.7,65.0,68.0,4.5
1.7,65.0,68.0,8.9
1.7,65.0,68.0,12.9
1.7,65.0,68.0,8.6
1.7,65.0,68.0,7.8
1.7,65.0,68.0,7.7
1.7,65.0,68.0,7.3
1.7,65.0,68.0,3.8
1.7,65.0,68.0,3.3
1.7,65.0,68.0,3.3
1.7,65.0,68.0,4.8
1.7,65.0,68.0,5.7
1.7,65.0,68.0,5.6
1.7,65.0,68.0,5.7
1.7,65.0,68.0,7.0
1.7,65.0,68.0,6.8
1.7,65.0,68.0,8.3
1.7,65.0,68.0,6.9
1.7,65.0,68.0,6.0
1.7,65.0,68.0,5.4
1.7,65.0,68.0,3.9
1.7,65.0,68.0,2.0
1.7,65.0,68.0,2.2
1.7,65.0,68.0,3.0
1.7,65.0,68.0,3.5
1.7,65.0,68.0,3.8
1.7,65.0,68.0,3.2
1.7,65.0,68.0,2.6
1.7,65.0,68.0,3.5
1.7,65.0,68.0,3.1
1.7,65.0,68.0,3.1
1.7,65.0,68.0,3.0
1.7,65.0,68.0,2.2
1.7,65.0,68.0,3.0
1.7,65.0,68.0,3.5
1.7,65.0,68.0,3.7
1.7,65.0,68.0,5.4
1.7,65.0,68.0,8.9
1.7,65.0,68.0,7.8
1.7,65.0,68.0,5.6
1.7,65.0,68.0,5.2
1.7,65.0,68.0,6.7
1.7,65.0,68.0,8.0
1.7,65.0,68.0,6.4
1.7,65.0,68.0,5.2
1.7,65.0,68.0,5.1
1.7,65.0,68.0,4.0
1.7,65.0,68.0,3.7
1.7,65.0,68.0,2.8
1.7,65.0,68.0,4.5
1.7,65.0,68.0,4.7
1.7,65.0,68.0,6.0
1.7,65.0,68.0,5.8
1.7,65.0,68.0,5.2
1.7,65.0,68.0,4.6
1.7,65.0,68.0,2.1
1.7,65.0,68.0,1.8
1.7,65.0,68.0,2.8
1.7,65.0,68.0,3.6
1.7,65.0,68.0,4.0
1.7,65.0,68.0,5.3
1.7,65.0,68.0,7.4
1.7,65.0,68.0,8.0
1.7,65.0,68.0,7.4
1.7,65.0,68.0,6.1
1.7,65.0,68.0,5.5
1.7,65.0,68.0,6.2
1.7,65.0,68.0,4.4
1.7,65.0,68.0,3.4
1.7,65.0,68.0,2.4
1.7,65.0,68.0,2.0
1.7,65.0,68.0,2.0
1.7,65.0,68.0,3.8
1.7,65.0,68.0,7.6
1.7,65.0,68.0,14.9
2.0,111.0,68.0,12.0
2.0,111.0,68.0,9.2
1.6,86.0,83.0,8.2
1.3,57.0,64.0,5.9
1.0,39.0,50.0,4.7
0.9,41.0,53.0,4.1
1.0,47.0,57.0,4.9
1.1,45.0,55.0,5.2
1.5,60.0,70.0,7.5
1.5,51.0,68.0,7.4
1.6,53.0,73.0,7.8
1.7,72.0,92.0,8.6
1.4,62.0,80.0,6.5
1.2,41.0,60.0,6.8
1.1,32.0,49.0,5.7
1.1,44.0,53.0,5.8
1.2,29.0,50.0,5.7
0.7,18.0,34.0,3.2
0.5,18.0,34.0,2.1
0.4,12.0,21.0,1.7
0.7,39.0,48.0,2.8
1.1,83.0,71.0,5.7
1.6,149.0,94.0,10.0
2.3,216.0,118.0,14.5
1.6,153.0,105.0,9.9
2.0,177.0,122.0,11.2
1.6,126.0,121.0,8.3
1.6,96.0,115.0,9.5
1.3,92.0,107.0,7.1
1.0,75.0,86.0,6.0
1.6,109.0,118.0,9.1
2.0,133.0,129.0,10.4
1.7,87.0,90.0,8.7
1.7,80.0,87.0,9.0
1.4,70.0,65.0,6.8
1.3,67.0,61.0,5.2
1.3,66.0,62.0,5.7
1.6,97.0,85.0,6.9
1.8,90.0,83.0,7.8
1.5,99.0,84.0,6.8
1.3,71.0,71.0,6.3
1.1,59.0,62.0,4.7
0.5,59.0,62.0,2.0
0.6,26.0,40.0,3.6
0.7,47.0,50.0,4.4
1.1,108.0,78.0,6.4
1.9,160.0,89.0,11.9
3.5,204.0,106.0,21.0
2.9,193.0,107.0,15.6
2.2,146.0,93.0,12.1
2.0,126.0,95.0,9.3
1.7,90.0,78.0,8.7
1.6,84.0,76.0,7.9
1.3,60.0,66.0,6.2
1.3,66.0,71.0,6.3
1.3,57.0,61.0,6.0
1.6,71.0,73.0,7.9
1.3,51.0,54.0,5.8
1.4,49.0,53.0,6.3
1.4,59.0,69.0,6.0
1.3,66.0,77.0,6.3
1.4,72.0,83.0,6.8
1.5,89.0,94.0,7.0
1.5,75.0,84.0,7.0
0.9,38.0,55.0,5.0
0.6,24.0,35.0,2.8
0.5,24.0,35.0,2.1
0.5,19.0,31.0,1.7
0.5,40.0,45.0,2.8
1.0,63.0,59.0,2.8
1.9,121.0,83.0,2.8
2.6,143.0,90.0,2.8
1.7,104.0,87.0,2.8
1.7,111.0,83.0,2.8
1.4,83.0,71.0,2.8
1.6,90.0,77.0,2.8
1.3,82.0,75.0,2.8
0.9,48.0,52.0,2.8
1.4,89.0,76.0,2.8
1.0,58.0,60.0,2.8
2.2,129.0,99.0,2.8
1.9,103.0,88.0,2.8
2.1,115.0,91.0,2.8
1.7,108.0,91.0,2.8
1.0,60.0,68.0,2.8
1.1,68.0,71.0,2.8
0.7,36.0,49.0,2.8
1.3,81.0,71.0,2.8
1.3,91.0,76.0,2.8
1.0,65.0,67.0,2.8
0.7,65.0,67.0,2.8
0.6,46.0,58.0,2.8
0.7,71.0,53.0,2.8
1.1,92.0,52.0,2.8
2.4,201.0,68.0,2.8
2.4,169.0,69.0,2.8
2.3,158.0,83.0,2.8
2.2,147.0,99.0,2.8
1.8,119.0,101.0,2.8
2.0,114.0,104.0,2.8
1.5,92.0,89.0,2.8
1.4,82.0,88.0,2.8
1.5,85.0,89.0,2.8
1.6,96.0,92.0,2.8
1.9,104.0,109.0,2.8
2.0,101.0,107.0,2.8
2.3,128.0,116.0,2.8
2.4,147.0,124.0,2.8
1.8,115.0,112.0,2.8
1.7,97.0,99.0,2.8
1.2,74.0,85.0,2.8
0.8,50.0,69.0,2.8
0.7,41.0,58.0,2.8
0.6,36.0,49.0,2.8
0.6,36.0,49.0,3.8
0.6,40.0,56.0,2.5
0.4,25.0,33.0,1.7
0.5,38.0,39.0,3.4
0.7,38.0,43.0,4.3
1.2,75.0,62.0,7.1
1.7,104.0,81.0,8.3
1.8,134.0,102.0,9.1
1.5,85.0,86.0,7.7
1.2,30.0,37.0,7.2
1.1,49.0,64.0,5.8
1.1,49.0,64.0,3.5
1.1,49.0,64.0,4.7
1.1,49.0,64.0,6.7
1.1,49.0,64.0,8.9
1.1,49.0,64.0,8.0
1.1,49.0,64.0,9.0
1.1,49.0,64.0,7.1
1.1,49.0,64.0,8.8
1.1,49.0,64.0,8.4
1.1,49.0,64.0,9.3
1.1,49.0,64.0,6.4
1.1,49.0,64.0,6.9
1.1,49.0,64.0,7.3
1.1,49.0,64.0,5.9
1.1,49.0,64.0,4.8
1.1,49.0,64.0,3.5
1.1,49.0,64.0,3.0
1.1,49.0,64.0,2.8
1.1,49.0,64.0,4.8
1.1,49.0,64.0,3.9
1.1,49.0,64.0,6.9
1.1,49.0,64.0,6.8
1.1,49.0,64.0,5.0
1.1,49.0,64.0,4.0
1.1,49.0,64.0,3.5
1.1,49.0,64.0,4.1
1.1,49.0,64.0,5.4
1.1,49.0,64.0,8.6
1.1,49.0,64.0,8.8
1.1,49.0,64.0,13.7
1.1,49.0,64.0,11.8
1.1,49.0,64.0,8.6
1.1,49.0,64.0,9.2
1.1,49.0,64.0,12.2
1.1,49.0,64.0,7.8
1.1,49.0,64.0,4.5
1.1,49.0,64.0,2.9
1.1,49.0,64.0,1.8
1.1,49.0,64.0,1.7
1.1,49.0,64.0,3.9
1.1,49.0,64.0,7.6
1.1,49.0,64.0,23.3
1.1,49.0,64.0,30.7
1.1,49.0,64.0,20.4
1.1,49.0,64.0,13.7
1.1,49.0,64.0,11.8
1.1,49.0,64.0,10.1
1.1,49.0,64.0,9.3
1.1,49.0,64.0,7.6
1.1,49.0,64.0,13.1
1.1,49.0,64.0,12.2
1.1,49.0,64.0,11.9
1.1,49.0,64.0,14.1
1.1,49.0,64.0,11.3
1.1,49.0,64.0,10.3
1.1,49.0,64.0,10.8
1.1,49.0,64.0,9.4
1.1,49.0,64.0,7.1
1.1,49.0,64.0,5.1
1.1,49.0,64.0,4.7
1.1,49.0,64.0,2.9
1.1,49.0,64.0,2.1
1.1,49.0,64.0,2.9
1.1,49.0,64.0,4.3
1.1,49.0,64.0,6.6
1.1,49.0,64.0,21.0
1.1,49.0,64.0,26.2
1.1,49.0,64.0,16.1
1.1,49.0,64.0,15.3
1.1,49.0,64.0,16.5
1.1,49.0,64.0,14.1
1.1,49.0,64.0,12.2
2.9,49.0,64.0,8.9
1.9,209.0,101.0,11.0
1.4,132.0,71.0,7.6
2.0,166.0,82.0,10.1
2.7,243.0,104.0,14.1
2.8,247.0,105.0,14.1
2.0,165.0,87.0,10.3
2.1,187.0,98.0,11.5
2.0,206.0,105.0,10.9
1.8,200.0,104.0,10.4
1.9,189.0,96.0,9.5
1.3,136.0,79.0,7.0
0.7,83.0,61.0,3.3
0.5,83.0,61.0,2.6
0.5,72.0,48.0,2.8
0.6,121.0,63.0,4.3
1.3,268.0,92.0,8.5
3.6,451.0,99.0,20.9
4.9,458.0,117.0,35.2
3.9,487.0,142.0,18.7
2.2,319.0,121.0,12.8
1.9,269.0,122.0,11.2
2.2,224.0,108.0,13.3
2.0,162.0,80.0,11.3
1.7,189.0,93.0,10.4
2.0,213.0,108.0,12.3
2.1,245.0,118.0,12.3
3.2,341.0,149.0,19.4
4.0,382.0,171.0,21.5
4.4,358.0,154.0,25.7
3.0,288.0,122.0,14.5
2.2,252.0,126.0,11.4
1.7,201.0,121.0,9.5
1.9,225.0,125.0,11.6
2.0,242.0,126.0,11.4
1.5,167.0,96.0,7.5
0.8,99.0,73.0,5.3
0.6,99.0,73.0,3.1
0.6,87.0,65.0,4.0
0.7,164.0,90.0,4.6
0.8,87.0,58.0,5.8
2.9,93.0,27.0,20.0
5.2,417.0,67.0,30.0
3.3,406.0,96.0,18.7
3.3,406.0,96.0,15.8
3.3,406.0,96.0,14.3
3.3,406.0,96.0,14.4
3.3,406.0,96.0,11.6
3.3,406.0,96.0,11.1
3.3,406.0,96.0,13.5
3.3,406.0,96.0,13.7
3.3,406.0,96.0,15.3
3.3,406.0,96.0,26.0
3.3,406.0,96.0,28.6
3.3,406.0,96.0,17.0
3.3,406.0,96.0,12.0
3.3,406.0,96.0,10.1
3.3,406.0,96.0,9.7
3.3,406.0,96.0,9.6
3.3,406.0,96.0,8.5
3.3,406.0,96.0,5.7
3.3,406.0,96.0,3.1
3.3,406.0,96.0,2.7
3.3,406.0,96.0,3.3
3.3,406.0,96.0,5.1
3.3,406.0,96.0,18.0
3.3,406.0,96.0,34.5
3.3,406.0,96.0,20.0
3.3,406.0,96.0,18.9
3.3,406.0,96.0,17.0
3.3,406.0,96.0,13.4
3.3,406.0,96.0,11.2
3.3,406.0,96.0,11.6
3.3,406.0,96.0,13.5
3.3,406.0,96.0,13.9
4.6,406.0,96.0,21.9
4.3,406.0,96.0,23.2
4.9,406.0,96.0,24.5
4.0,406.0,96.0,16.3
2.6,406.0,96.0,13.1
1.3,406.0,96.0,8.1
1.5,406.0,96.0,8.1
2.2,406.0,96.0,11.4
1.2,406.0,96.0,6.7
0.9,406.0,96.0,6.2
0.8,406.0,96.0,4.5
0.8,406.0,96.0,4.7
0.8,406.0,96.0,4.6
1.0,406.0,96.0,5.3
1.7,406.0,96.0,9.1
1.9,406.0,96.0,11.0
2.0,406.0,96.0,10.3
2.2,406.0,96.0,11.2
2.3,406.0,96.0,12.9
2.3,406.0,96.0,13.2
1.8,406.0,96.0,9.8
1.4,406.0,96.0,7.9
1.6,406.0,96.0,8.3
2.3,406.0,96.0,11.9
2.4,406.0,96.0,12.3
2.1,406.0,96.0,10.0
1.8,406.0,96.0,9.1
1.7,406.0,96.0,7.8
1.9,406.0,96.0,10.3
1.6,406.0,96.0,8.0
2.6,406.0,96.0,13.3
5.8,406.0,96.0,30.3
3.0,406.0,96.0,18.5
1.5,406.0,96.0,7.3
0.9,406.0,96.0,4.2
1.1,406.0,96.0,5.1
0.9,406.0,96.0,4.4
0.7,406.0,96.0,2.2
0.6,406.0,96.0,2.9
0.7,406.0,96.0,2.5
0.8,406.0,96.0,2.8
0.9,406.0,96.0,3.0
1.0,406.0,96.0,2.7
0.9,406.0,96.0,3.0
0.7,406.0,96.0,2.4
0.6,406.0,96.0,2.2
0.6,406.0,96.0,1.9
0.8,406.0,96.0,2.7
0.9,406.0,96.0,3.4
1.1,406.0,96.0,4.3
1.7,406.0,96.0,7.0
1.5,406.0,96.0,5.5
1.6,406.0,96.0,7.0
1.7,406.0,96.0,6.7
1.3,406.0,96.0,5.1
1.3,406.0,96.0,4.1
1.0,406.0,96.0,3.2
0.6,406.0,96.0,1.7
0.5,406.0,96.0,1.0
0.5,406.0,96.0,1.0
0.4,406.0,96.0,1.9
0.7,406.0,96.0,3.1
1.8,406.0,96.0,7.8
1.9,406.0,96.0,8.5
1.7,406.0,96.0,8.0
1.3,406.0,96.0,5.7
1.4,406.0,96.0,6.6
1.3,406.0,96.0,5.3
1.4,406.0,96.0,6.0
1.2,406.0,96.0,5.4
1.3,406.0,96.0,6.1
1.5,406.0,96.0,6.7
2.3,406.0,96.0,11.7
2.6,406.0,96.0,13.5
2.9,406.0,96.0,13.5
1.8,406.0,96.0,8.5
1.3,406.0,96.0,5.5
1.3,406.0,96.0,5.8
1.2,406.0,96.0,4.8
1.2,406.0,96.0,5.2
0.8,406.0,96.0,3.0
0.6,406.0,96.0,2.7
0.6,406.0,96.0,3.6
0.6,406.0,96.0,4.4
0.7,406.0,96.0,4.0
1.3,169.0,64.0,7.7
2.5,231.0,72.0,13.9
3.4,232.0,73.0,22.0
2.1,145.0,64.0,10.2
2.2,170.0,74.0,10.4
1.7,214.0,89.0,8.0
2.1,214.0,89.0,10.1
2.2,214.0,89.0,10.7
1.4,214.0,89.0,7.9
1.4,214.0,89.0,7.1
1.6,214.0,89.0,9.0
2.3,214.0,89.0,11.2
3.3,214.0,89.0,16.0
4.1,214.0,89.0,19.9
3.3,214.0,89.0,15.3
2.2,214.0,89.0,11.1
2.2,214.0,89.0,10.0
2.2,214.0,89.0,34.5
3.4,214.0,89.0,34.5
4.0,477.0,188.0,18.9
4.7,502.0,176.0,24.1
3.8,420.0,163.0,18.1
2.8,344.0,155.0,15.8
2.6,307.0,146.0,14.6
2.0,251.0,131.0,10.6
1.4,180.0,119.0,7.5
1.2,141.0,98.0,7.4
0.6,105.0,89.0,3.8
0.3,105.0,89.0,2.3
0.2,74.0,68.0,2.3
0.4,91.0,65.0,2.7
0.6,143.0,81.0,4.9
3.0,553.0,136.0,18.2
3.2,542.0,130.0,21.4
3.5,590.0,157.0,21.3
3.1,590.0,171.0,19.9
2.2,387.0,143.0,14.8
1.7,252.0,116.0,12.6
2.0,310.0,129.0,13.0
2.5,396.0,168.0,16.2
2.4,329.0,152.0,15.0
2.9,393.0,175.0,16.2
4.2,522.0,212.0,22.7
5.4,631.0,220.0,32.3
4.3,435.0,175.0,22.3
